postcode,seifa_disadvantage_score,seifa_disadvantage_decile,seifa_advantage_disadvantage_score,seifa_advantage_disadvantage_decile,usual_resident_population
5231,1062.9852076,9.0,1033.0224932,8.0,1284.0
5232,1056.9926669,9.0,1046.8201229,8.0,425.0
5233,1047.5315555,8.0,1015.5075137,7.0,1513.0
5234,1047.2507717,8.0,1007.7418807,7.0,1376.0
5235,996.86983079,5.0,961.06840762,5.0,2640.0
5236,967.156735,3.0,928.91169822,3.0,342.0
5237,952.13263515,3.0,918.08422182,2.0,358.0
5238,903.68558832,1.0,871.79934649,1.0,4422.0
5240,1088.0045906,10.0,1044.8878921,8.0,534.0
5241,1020.7315234,7.0,976.32348383,5.0,2534.0
5242,1079.713113,10.0,1051.2435841,9.0,1756.0
5243,1082.2656083,10.0,1064.3860352,9.0,865.0
5244,1053.776232,8.0,1013.3623513,7.0,4451.0
5245,1066.7703957,9.0,1049.7206074,8.0,3252.0
5250,1070.9857808,9.0,1040.9052959,8.0,3767.0
5251,1020.868749,7.0,989.63077788,6.0,19184.0
5252,1034.7704211,7.0,989.72921348,6.0,6783.0
5253,878.21805958,1.0,856.71525828,1.0,19261.0
5254,994.33075875,5.0,945.06574155,4.0,2502.0
5255,1007.8090469,6.0,966.33778958,5.0,10143.0
5256,916.28791083,2.0,876.07215336,1.0,1547.0
5259,966.07627759,3.0,926.91065978,3.0,1111.0
5260,866.27181195,1.0,831.73857699,1.0,1797.0
5261,1013.4243323,6.0,987.89195854,6.0,335.0
5262,1038.3722281,8.0,1014.9029298,7.0,476.0
5263,1064.0136097,9.0,1038.8317547,8.0,135.0
5264,942.37323733,2.0,919.45726028,2.0,1287.0
5265,956.33185973,3.0,931.60326923,3.0,428.0
5266,1027.5594708,7.0,996.32082579,6.0,611.0
5267,1010.7150313,6.0,969.64021131,5.0,2026.0
5268,964.94256314,3.0,934.39601193,3.0,3695.0
5269,930.414001,2.0,917.85463947,2.0,293.0
5270,1030.5013135,7.0,1002.1875903,7.0,624.0
5271,966.61676359,3.0,938.98333055,3.0,7663.0
5272,1031.9629224,7.0,999.00731521,7.0,908.0
5273,1046.7259598,8.0,1021.8146405,8.0,112.0
5275,974.86993459,4.0,939.44699434,3.0,2380.0
5276,1027.1098054,7.0,987.29564183,6.0,1335.0
5277,945.1382504,3.0,913.64004067,2.0,2885.0
5278,928.12184061,2.0,903.04945567,2.0,529.0
5279,927.46529453,2.0,883.43002546,1.0,557.0
5280,932.04788912,2.0,895.23626674,2.0,7561.0
5290,916.66040167,2.0,887.44810986,1.0,25591.0
5291,1035.9942925,7.0,983.34918749,6.0,10151.0
5301,1006.7813055,6.0,994.8349688,6.0,503.0
5302,1009.9640953,6.0,975.2561589,5.0,855.0
5303,1025.102632,7.0,981.63109447,6.0,159.0
5304,965.80251163,3.0,932.50610511,3.0,840.0
5306,1024.6147221,7.0,985.57047115,6.0,72.0
5307,941.88045283,2.0,909.54228457,2.0,560.0
5308,957.14505991,3.0,948.00004522,4.0,138.0
5309,996.39529294,5.0,977.93277983,5.0,135.0
5310,938.49378164,2.0,932.32740969,3.0,32.0
5311,989.42667621,5.0,963.37929784,5.0,398.0
5320,863.48641327,1.0,845.39612599,1.0,699.0
5321,835.52526732,1.0,818.02778,1.0,547.0
5322,979.88628982,4.0,936.74591552,3.0,942.0
5330,925.69789459,2.0,896.57800808,2.0,3376.0
5331,968.8737335,4.0,941.37559309,4.0,312.0
5332,940.8868303,2.0,912.51193452,2.0,375.0
5333,970.23889427,4.0,935.60327714,3.0,6121.0
5340,957.14166005,3.0,925.70269118,3.0,1457.0
5341,915.6527211,2.0,893.21303168,2.0,7914.0
5342,983.57602866,4.0,938.18960387,3.0,1110.0
5343,878.07920956,1.0,867.97784071,1.0,4977.0
5344,953.31860933,3.0,925.84499291,3.0,919.0
5345,911.2896863,2.0,888.66523509,1.0,3545.0
5346,933.58808926,2.0,894.76400281,2.0,375.0
5350,1067.1718745,9.0,1019.7714169,7.0,553.0
5351,1042.0638016,8.0,999.30224488,7.0,6195.0
5352,1037.4269259,7.0,1004.7081649,7.0,5332.0
5353,982.68282755,4.0,951.89660121,4.0,3922.0
5354,848.92683955,1.0,842.79200122,1.0,416.0
5355,992.12420652,5.0,949.08779364,4.0,8281.0
5356,997.26571738,5.0,939.15385102,3.0,799.0
5357,932.90734096,2.0,895.59837765,2.0,442.0
5360,1056.2959867,8.0,1009.0986616,7.0,1229.0
5371,1050.6373425,8.0,995.99869919,6.0,1333.0
5372,994.49905244,5.0,941.98611596,4.0,2688.0
5373,964.77782172,3.0,923.0876585,3.0,3447.0
5374,937.17247495,2.0,903.89204985,2.0,1493.0
5381,877.47570668,1.0,862.51908022,1.0,336.0
5400,1029.3272978,7.0,978.96371583,6.0,1063.0
5401,903.68149459,1.0,886.734101,1.0,832.0
5410,961.05161656,3.0,922.77153347,3.0,319.0
5411,972.04948334,4.0,907.90779605,2.0,337.0
5412,929.07840986,2.0,903.6375604,2.0,1191.0
5413,957.18947059,3.0,927.71372179,3.0,826.0
5414,1028.6784678,7.0,990.35984894,6.0,134.0
5415,1050.7734886,8.0,1022.4511701,8.0,247.0
5416,965.17202891,3.0,914.3881279,2.0,209.0
5417,961.27580365,3.0,926.33054763,3.0,1501.0
5418,967.17416723,3.0,931.30319916,3.0,125.0
5419,1026.7296339,7.0,995.19039577,6.0,245.0
5420,888.21457154,1.0,870.95878762,1.0,78.0
5421,888.21457154,1.0,870.95878762,1.0,135.0
5422,780.57503655,1.0,789.19518236,1.0,1662.0
5431,1003.9258765,6.0,975.38280884,5.0,857.0
5432,1036.7541324,7.0,1020.9266953,8.0,148.0
5433,919.66713955,2.0,894.50649956,2.0,1304.0
5434,993.01692503,5.0,964.7196445,5.0,405.0
5440,1025.3816162,7.0,998.13118221,7.0,169.0
5451,1004.9438319,6.0,975.29836013,5.0,702.0
5452,1043.6232352,8.0,1000.4915515,7.0,452.0
5453,1012.1234036,6.0,977.57840098,5.0,5100.0
5454,948.16782528,3.0,926.3755343,3.0,391.0
5455,1057.8998445,9.0,1036.4337444,8.0,42.0
5460,937.0434096,2.0,909.03477311,2.0,743.0
5461,933.73638793,2.0,905.99609999,2.0,2598.0
5462,978.0588332,4.0,931.91054584,3.0,518.0
5464,976.69019006,4.0,949.30610312,4.0,572.0
5470,959.23230729,3.0,938.06606218,3.0,147.0
5471,959.23230729,3.0,938.06606218,3.0,80.0
5472,1002.9955299,6.0,982.10378691,6.0,186.0
5473,888.15729941,1.0,866.63065055,1.0,745.0
5480,980.67851234,4.0,946.23957447,4.0,886.0
5481,986.76141426,5.0,967.460923,5.0,498.0
5482,1000.7998209,5.0,980.39594195,6.0,482.0
5483,1022.9187352,7.0,998.78485194,7.0,342.0
5485,974.98103759,4.0,942.68382995,4.0,667.0
5490,1069.5562274,9.0,1034.3906099,8.0,171.0
5491,1007.281327,6.0,970.98267126,5.0,1797.0
5493,924.93471535,2.0,925.23374223,3.0,67.0
5495,910.57979153,2.0,887.25372808,1.0,583.0
5501,992.04954608,5.0,945.5406095,4.0,8156.0
5502,963.64277356,3.0,929.62278604,3.0,1716.0
5510,966.5458578,3.0,931.43654563,3.0,104.0
5520,840.26865937,1.0,843.05165346,1.0,540.0
5521,980.78333161,4.0,962.8668304,5.0,147.0
5522,933.89258991,2.0,920.96233737,2.0,1511.0
5523,975.11551843,4.0,944.40211243,4.0,1944.0
5540,877.94185975,1.0,857.93205892,1.0,15241.0
5550,900.63757503,1.0,875.61198739,1.0,958.0
5552,974.27472117,4.0,942.38556369,4.0,351.0
5554,939.97400365,2.0,900.61837928,2.0,5389.0
5555,975.66707966,4.0,946.34461507,4.0,518.0
5556,890.54427621,1.0,871.37822064,1.0,4426.0
5558,938.44518977,2.0,904.83365316,2.0,5214.0
5560,934.61096059,2.0,920.11400855,2.0,454.0
5570,918.58311867,2.0,902.01563534,2.0,597.0
5571,958.92300748,3.0,911.06832639,2.0,1978.0
5572,1040.8426713,8.0,1022.8243882,8.0,157.0
5573,929.97947569,2.0,911.30642372,2.0,2206.0
5575,961.34670873,3.0,919.47746387,2.0,2391.0
5576,952.63285037,3.0,915.74329467,2.0,1133.0
5577,932.72340605,2.0,910.79484676,2.0,574.0
5580,1000.5541423,5.0,956.57561989,4.0,363.0
5581,993.71521834,5.0,951.74028203,4.0,568.0
5582,974.10889498,4.0,930.37779887,3.0,603.0
5583,906.42643511,1.0,881.25339105,1.0,838.0
5600,998.78793867,5.0,959.54411053,5.0,6150.0
5601,1059.941024,9.0,1010.7188671,7.0,88.0
5602,963.16373088,3.0,926.27576393,3.0,1349.0
5603,983.60351867,4.0,943.05940813,4.0,422.0
5604,932.04611338,2.0,902.9606677,2.0,218.0
5605,987.1895373,5.0,944.56692119,4.0,1852.0
5606,948.23692525,3.0,915.25449257,2.0,14459.0
5607,1030.7246542,7.0,981.62400519,6.0,5360.0
5608,805.32894742,1.0,806.36020349,1.0,13041.0
5609,1026.918699,7.0,987.25506033,6.0,1961.0
5611,787.12385456,1.0,790.46678795,1.0,125.0
5630,1050.3923082,8.0,1006.1050681,7.0,129.0
5631,1025.4683469,7.0,975.47713222,5.0,1063.0
5632,1049.1538128,8.0,1051.1208484,9.0,231.0
5633,980.12118262,4.0,976.19022338,5.0,286.0
5640,971.33864029,4.0,933.2976962,3.0,1029.0
5641,1017.6537725,6.0,982.67918565,6.0,1005.0
5642,1060.2085402,9.0,1034.8147092,8.0,234.0
5650,1061.8891569,9.0,1024.2444069,8.0,167.0
5651,1053.0881702,8.0,1010.9814759,7.0,63.0
5652,1006.3448652,6.0,960.28297439,5.0,656.0
5653,977.94383428,4.0,962.87383284,5.0,66.0
5654,977.47689226,4.0,962.92353173,5.0,230.0
5655,997.69154364,5.0,981.76826014,6.0,106.0
5660,997.69154364,5.0,981.76826014,6.0,39.0
5661,996.27000759,5.0,981.37202833,6.0,147.0
5670,944.07882376,2.0,931.85776292,3.0,494.0
5671,1000.7289953,5.0,968.36579063,5.0,169.0
5680,998.87266431,5.0,958.53329187,4.0,2123.0
5690,906.26307477,1.0,906.62631333,2.0,3954.0
5700,865.17977114,1.0,862.31713733,1.0,11042.0
5701,1017.7379222,6.0,981.47527347,6.0,30.0
5710,1003.1091007,6.0,948.20236277,4.0,2793.0
5713,1031.0596891,7.0,996.93519338,6.0,20.0
5715,1043.802991,8.0,1016.7686385,7.0,30.0
5717,1022.7878684,7.0,984.06108086,6.0,35.0
5719,1006.756216,6.0,959.1097061,4.0,61.0
5720,1024.9510762,7.0,973.37155314,5.0,252.0
5722,842.20027147,1.0,817.13435078,1.0,262.0
5723,887.11829174,1.0,880.48704293,1.0,1812.0
5724,1006.756216,6.0,959.1097061,4.0,84.0
5725,1047.746749,8.0,1003.7127935,7.0,3976.0
5730,983.82714096,4.0,966.92509465,5.0,115.0
5731,962.11233189,3.0,948.92260558,4.0,234.0
5732,782.73195078,1.0,822.98972422,1.0,146.0
5733,951.64897934,3.0,942.76032005,4.0,129.0
5734,633.49569338,1.0,761.20444888,1.0,114.0
6000,1040.4627824,8.0,1082.4335166,9.0,13812.0
6003,1039.2912414,8.0,1066.8915548,9.0,3652.0
6004,1042.7306035,8.0,1079.9025771,9.0,11681.0
6005,1049.354759,8.0,1081.4861973,9.0,6102.0
6006,1067.5619083,9.0,1098.6053686,10.0,9623.0
6007,1090.4169836,10.0,1122.711814,10.0,8095.0
6008,1081.7760451,10.0,1123.9036411,10.0,16131.0
6009,1101.3078264,10.0,1147.2082064,10.0,18936.0
6010,1088.119323,10.0,1130.9264643,10.0,18863.0
6011,1114.3698728,10.0,1159.9346082,10.0,9346.0
6012,1061.4565141,9.0,1106.9504237,10.0,9169.0
6014,1090.4781786,10.0,1123.4209063,10.0,22092.0
6015,1127.4136735,10.0,1172.3820617,10.0,6805.0
6016,1060.4253969,9.0,1082.843423,9.0,10818.0
6017,992.92556841,5.0,985.19883075,6.0,4507.0
6018,1072.2781689,9.0,1089.2454149,9.0,42250.0
6019,1080.4369005,10.0,1095.4441657,10.0,24351.0
6020,1100.6946101,10.0,1107.7225463,10.0,22581.0
6021,1033.6865714,7.0,1032.0811336,8.0,20980.0
6022,1055.4441441,8.0,1037.2946869,8.0,5209.0
6023,1089.8647828,10.0,1092.3183579,10.0,15982.0
6024,1052.1231194,8.0,1032.0387781,8.0,13723.0
6025,1072.8783017,9.0,1063.7895319,9.0,31581.0
6026,1075.4990585,9.0,1057.6802128,9.0,22781.0
6027,1053.9449328,8.0,1038.1117835,8.0,42828.0
6028,1084.3673306,10.0,1078.6917836,9.0,23559.0
6029,1118.6614796,10.0,1138.8886616,10.0,2855.0
6030,1006.1160226,6.0,989.20428158,6.0,40841.0
6031,1028.0780049,7.0,1002.548782,7.0,18645.0
6032,1010.5862427,6.0,1011.5773356,7.0,189.0
6033,1044.226558,8.0,1031.7692731,8.0,444.0
6034,1030.3546,7.0,995.78735984,6.0,3705.0
6035,981.44959752,4.0,953.71078406,4.0,11022.0
6036,1000.8991975,5.0,980.33021284,6.0,17514.0
6037,986.36883763,5.0,956.50610647,4.0,3822.0
6038,1034.3938515,7.0,1005.1518557,7.0,10203.0
6041,973.93049456,4.0,936.66201117,3.0,1597.0
6042,977.86652785,4.0,966.32317002,5.0,107.0
6043,956.53828427,3.0,922.62299153,3.0,233.0
6044,948.87150398,3.0,919.67921997,2.0,1300.0
6050,1075.2034767,9.0,1100.7601968,10.0,15770.0
6051,1017.5406789,6.0,1032.0801787,8.0,13199.0
6052,1051.2045241,8.0,1068.3563616,9.0,11555.0
6053,1046.6722657,8.0,1051.787171,9.0,15288.0
6054,990.97514987,5.0,979.56389411,6.0,21029.0
6055,1044.4487874,8.0,1021.5676144,8.0,32320.0
6056,970.47150912,4.0,949.59294035,4.0,41172.0
6057,1012.74816,6.0,977.74359832,5.0,16697.0
6058,987.68193478,5.0,954.85539663,4.0,13181.0
6059,1024.8635136,7.0,1026.6230006,8.0,24169.0
6060,1028.2527365,7.0,1028.9323554,8.0,25486.0
6061,906.43238328,1.0,911.96222079,2.0,41683.0
6062,1000.6515842,5.0,989.80686607,6.0,34144.0
6063,952.81736217,3.0,939.00804333,3.0,15045.0
6064,907.08683423,1.0,905.87894639,2.0,31068.0
6065,1041.2168009,8.0,1022.9013792,8.0,68443.0
6066,968.38437192,4.0,951.23786013,4.0,18459.0
6067,843.09511148,1.0,870.1880055,1.0,45.0
6069,1013.6273936,6.0,988.85542298,6.0,46350.0
6070,1095.9281001,10.0,1094.2060466,10.0,3725.0
6071,1082.7967919,10.0,1070.3706551,9.0,3502.0
6072,1071.9133807,9.0,1036.3859274,8.0,829.0
6073,1044.2811892,8.0,1018.8100592,7.0,3190.0
6074,1035.6608478,7.0,1011.5776055,7.0,1001.0
6076,1069.8835352,9.0,1055.7550202,9.0,22308.0
6077,1033.7618656,7.0,1017.3132528,7.0,1639.0
6078,1062.3422658,9.0,1041.0702485,8.0,941.0
6079,1007.4948584,6.0,1015.938821,7.0,30.0
6081,1066.4776694,9.0,1043.6117473,8.0,4919.0
6082,1032.8670009,7.0,1005.6923047,7.0,3422.0
6083,1059.7647085,9.0,1039.6417227,8.0,3570.0
6084,1025.5773514,7.0,989.85957656,6.0,9063.0
6100,1049.4521872,8.0,1060.7868454,9.0,15816.0
6101,1032.7757874,7.0,1044.6464226,8.0,17301.0
6102,953.86971226,3.0,968.91876816,5.0,13949.0
6103,1002.9800989,6.0,1009.9184606,7.0,10897.0
6104,981.48907718,4.0,982.54001422,6.0,15082.0
6105,980.7664128,4.0,970.17062636,5.0,16283.0
6106,1001.9226463,5.5,978.4700941450001,5.5,16.0
6107,989.79897755,5.0,983.82195681,6.0,48583.0
6108,976.80678206,4.0,958.37368023,4.0,23665.0
6109,909.46489552,2.0,901.32865879,2.0,13143.0
6110,963.34019808,3.0,948.94619048,4.0,44873.0
6111,971.04041757,4.0,950.0588588,4.0,23639.0
6112,996.34032058,5.0,977.7491706,5.0,70564.0
6121,1055.5571368,8.0,1042.2434783,8.0,3101.0
6122,1026.6491879,7.0,989.50483174,6.0,21803.0
6123,1004.2218169,6.0,961.45964879,5.0,2253.0
6124,1029.0573813,7.0,1004.7924032,7.0,1205.0
6125,1028.5124777,7.0,1002.7298988,7.0,3622.0
6126,1027.516169,7.0,1008.8152129,7.0,265.0
6147,969.16216035,4.0,961.26968449,5.0,15038.0
6148,1054.8356324,8.0,1056.3057015,9.0,18974.0
6149,1079.9224501,10.0,1082.5950516,9.0,18905.0
6150,1070.358042,9.0,1079.7848407,9.0,13201.0
6151,1078.6751992,10.0,1101.6069685,10.0,17226.0
6152,1056.8857363,9.0,1075.7832521,9.0,26227.0
6153,1088.1186034,10.0,1114.8898164,10.0,21419.0
6154,1071.4934408,9.0,1081.6992891,9.0,10621.0
6155,1058.2099489,9.0,1055.191174,9.0,53765.0
6156,1056.1939457,8.0,1068.8329874,9.0,18238.0
6157,1055.7769053,8.0,1061.2395466,9.0,14603.0
6158,1082.1514639,10.0,1108.9827853,10.0,7819.0
6159,1071.0767711,9.0,1111.0518243,10.0,3947.0
6160,1029.5522769,7.0,1059.1412861,9.0,9251.0
6161,997.42210702,5.0,1032.3289086,8.0,166.0
6162,1030.7973458,7.0,1055.064442,9.0,12074.0
6163,1010.1512944,6.0,1003.7644202,7.0,54704.0
6164,1048.5489854,8.0,1033.064737,8.0,66124.0
6165,1002.0248319,6.0,952.67918547,4.0,64.0
6166,1054.8071021,8.0,1035.5873126,8.0,10792.0
6167,946.02496054,3.0,925.60068405,3.0,28476.0
6168,923.63402192,2.0,902.39843837,2.0,24913.0
6169,967.54341767,4.0,940.62095124,4.0,35317.0
6170,1009.0764774,6.0,984.78350693,6.0,17329.0
6171,1025.0407747,7.0,994.59424134,6.0,37697.0
6172,981.33700203,4.0,951.42273944,4.0,13477.0
6173,1051.291259,8.0,1028.7941975,8.0,12474.0
6174,1000.8900085,5.0,969.35665344,5.0,5681.0
6175,1037.6152863,8.0,1009.0943438,7.0,4021.0
6176,1026.9245833,7.0,989.28971574,6.0,2096.0
6180,995.83484737,5.0,962.17891882,5.0,6777.0
6181,1051.0024151,8.0,1030.8404203,8.0,469.0
6207,1043.7158677,8.0,1009.6726594,7.0,1243.0
6208,953.11806338,3.0,920.48422162,2.0,12946.0
6209,931.26397659,2.0,909.04269801,2.0,2002.0
6210,952.09591932,3.0,931.10919523,3.0,75034.0
6211,991.43816771,5.0,958.68045549,4.0,8498.0
6213,982.45224043,4.0,948.04193142,4.0,654.0
6214,993.18631844,5.0,967.07032338,5.0,684.0
6215,935.86882427,2.0,907.72939127,2.0,4234.0
6218,902.09329688,1.0,875.77996504,1.0,541.0
6219,978.0944578,4.0,940.34525461,3.0,604.0
6220,950.09625091,3.0,918.66588955,2.0,4346.0
6221,1045.5605183,8.0,1018.6445425,7.0,291.0
6223,1045.8475787,8.0,1019.1001342,7.0,159.0
6224,948.13794262,3.0,912.4573353,2.0,1254.0
6225,913.02166225,2.0,877.39797751,1.0,9164.0
6226,1072.0503643,9.0,1035.0876585,8.0,938.0
6227,1014.5796385,6.0,974.41035894,5.0,788.0
6228,986.29488402,5.0,965.89091133,5.0,144.0
6229,972.05649261,4.0,950.13661082,4.0,174.0
6230,965.61392344,3.0,940.42040997,3.0,44972.0
6232,998.06844835,5.0,950.14600858,4.0,11402.0
6233,1009.6369555,6.0,969.19899354,5.0,20432.0
6236,1044.0018756,8.0,1013.3309739,7.0,2213.0
6237,1028.4171597,7.0,994.13061834,6.0,2656.0
6239,986.19002434,5.0,958.41659404,4.0,4657.0
6240,1057.5849505,9.0,1042.8136542,8.0,165.0
6243,1006.7081082,6.0,980.01251204,6.0,84.0
6244,991.4922067,5.0,966.38604425,5.0,1580.0
6251,968.00557507,4.0,951.49496565,4.0,310.0
6252,953.3258648,3.0,938.54683377,3.0,149.0
6253,981.33808185,4.0,962.01976124,5.0,655.0
6254,910.52072944,2.0,888.19216121,1.0,541.0
6255,1006.5229661,6.0,967.0820392,5.0,4403.0
6256,1056.3255687,8.0,1010.6848037,7.0,434.0
6258,949.3727293,3.0,918.32496819,2.0,6483.0
6260,1001.7252497,5.0,972.47616537,5.0,1396.0
6262,976.72205081,4.0,943.6162052,4.0,733.0
6271,977.67655954,4.0,937.43201595,3.0,3461.0
6275,979.05236119,4.0,954.9544083,4.0,1506.0
6280,1000.9295632,5.0,964.12236515,5.0,30585.0
6281,1068.6361327,9.0,1041.5633559,8.0,8543.0
6282,1092.8720525,10.0,1088.0576749,9.0,1522.0
6284,1063.5148331,9.0,1028.1527148,8.0,2875.0
6285,1033.5131205,7.0,1003.7386575,7.0,10633.0
6286,1039.5396664,8.0,1000.8803754,7.0,841.0
6288,992.77134111,5.0,965.58299344,5.0,603.0
6290,977.13010076,4.0,937.1822468,3.0,1837.0
6302,968.14114417,4.0,938.03929672,3.0,3485.0
6304,955.31594506,3.0,931.11898388,3.0,1669.0
6306,952.19669835,3.0,927.28680113,3.0,976.0
6308,939.4435103,2.0,927.8815009,3.0,1568.0
6309,935.11064239,2.0,923.54985692,3.0,292.0
6311,990.36660452,5.0,956.41730212,4.0,605.0
6312,959.92233145,3.0,938.50425101,3.0,4556.0
6313,1042.654784,8.0,1014.2956608,7.0,247.0
6315,952.8226387,3.0,927.09280319,3.0,1878.0
6316,1003.059478,6.0,982.45916348,6.0,391.0
6317,907.59643497,1.0,899.24230658,2.0,4085.0
6318,987.71968112,5.0,978.53737675,6.0,493.0
6320,936.9883831,2.0,945.186454,4.0,554.0
6321,893.560311,1.0,883.70948008,1.0,505.0
6322,1040.0427109,8.0,1028.6889355,8.0,240.0
6323,936.22778356,2.0,911.49670301,2.0,1062.0
6324,944.39324253,2.0,926.95103163,3.0,3743.0
6326,1009.4471367,6.0,981.93739892,6.0,514.0
6327,999.12971688,5.0,991.77886434,6.0,268.0
6328,1005.4193626,6.0,980.41470018,6.0,431.0
6330,987.04655732,5.0,953.9707366,4.0,38042.0
6333,1003.2445773,6.0,981.33343979,6.0,6310.0
6335,983.40266436,4.0,957.00122379,4.0,758.0
6336,1010.5418944,6.0,985.79787821,6.0,343.0
6337,1014.7968,6.0,986.53002498,6.0,545.0
6338,1033.7286634,7.0,1009.5737213,7.0,730.0
6341,1068.0400798,9.0,1023.7844889,8.0,260.0
6343,1076.7910366,9.0,1046.0275895,8.0,231.0
6346,993.7710218,5.0,959.41117081,5.0,832.0
6348,1006.2349018,6.0,976.99238623,5.0,1115.0
6350,954.22163645,3.0,935.4174278,3.0,335.0
6351,1061.8537414,9.0,1040.3556204,8.0,57.0
6352,1061.8537414,9.0,1040.3556204,8.0,172.0
6353,1052.4037832,8.0,1017.2595692,7.0,786.0
6355,1048.5422725,8.0,1029.5107182,8.0,441.0
6356,1080.7347439,10.0,1070.5099178,9.0,115.0
6357,1130.3863979,10.0,1116.6514013,10.0,60.0
6358,1036.0834548,7.0,1015.7142126,7.0,105.0
6359,1016.9565847,6.0,993.07567176,6.0,439.0
6361,1053.0887582,8.0,1037.5864423,8.0,102.0
6363,1110.2562951,10.0,1086.7592764,9.0,93.0
6365,1012.6965653,6.0,989.50681401,6.0,538.0
6367,923.84756257,2.0,913.7876676,2.0,332.0
6368,1111.1771582,10.0,1075.8441283,9.0,85.0
6369,1012.8613886,6.0,982.08305912,6.0,656.0
6370,965.14888178,3.0,937.80579467,3.0,457.0
6372,1045.9513056,8.0,1006.2135208,7.0,105.0
6373,1112.0994813,10.0,1080.8112147,9.0,82.0
6375,1010.0302688,6.0,967.00475678,5.0,880.0
6383,960.88024566,3.0,938.8563824,3.0,935.0
6384,1067.3233926,9.0,1040.9453323,8.0,25.0
6385,1049.7838273,8.0,1025.1602145,8.0,20.0
6386,1049.7838273,8.0,1025.1602145,8.0,114.0
6390,972.69841285,4.0,941.15252739,4.0,1673.0
6391,1031.6036713,7.0,1008.643009,7.0,1040.0
6392,1020.7202505,7.0,999.48838269,7.0,432.0
6393,1026.9198154,7.0,1006.0550097,7.0,119.0
6394,1051.0580799,8.0,1030.5019606,8.0,477.0
6395,981.76437885,4.0,963.87479249,5.0,1543.0
6396,1017.0106164,6.0,998.42488051,7.0,353.0
6397,932.65393526,2.0,939.01842581,3.0,92.0
6398,952.30958713,3.0,916.21818157,2.0,552.0
6401,931.86417873,2.0,910.6714371,2.0,8283.0
6403,999.0958485,5.0,933.29495351,3.0,158.0
6405,998.49734541,5.0,946.21379907,4.0,338.0
6407,1011.7552902,6.0,971.05390014,5.0,960.0
6409,958.92247445,3.0,941.55958306,4.0,386.0
6410,893.94882123,1.0,873.45297309,1.0,949.0
6411,1057.6666691,9.0,1032.3818424,8.0,133.0
6412,1057.6666691,9.0,1032.3818424,8.0,59.0
6413,985.37758726,4.0,967.31308294,5.0,59.0
6414,985.37758726,4.0,967.31308294,5.0,75.0
6415,962.79688164,3.0,928.85416858,3.0,2771.0
6418,955.91602933,3.0,936.7390051,3.0,742.0
6419,1049.7838273,8.0,1025.1602145,8.0,51.0
6420,1092.4409181,10.0,1052.8938455,9.0,77.0
6421,1055.4949576,8.0,1018.8424862,7.0,168.0
6422,1030.2335404,7.0,1004.350036,7.0,64.0
6423,1030.2335404,7.0,1004.350036,7.0,146.0
6424,1056.1590168,8.0,1057.5683379,9.0,72.0
6425,1057.3805601,9.0,1058.3518163,9.0,83.0
6426,954.20226188,3.0,931.55192624,3.0,894.0
6428,1049.7838273,8.0,1025.1602145,8.0,56.0
6429,846.84681098,1.0,841.30004608,1.0,967.0
6430,1029.1042901,7.0,1003.6147603,7.0,21920.0
6431,665.02548648,1.0,782.74572629,1.0,935.0
6432,943.35068593,2.0,906.85840113,2.0,7150.0
6436,868.81484696,1.0,853.55830111,1.0,153.0
6437,1022.5148225,7.0,967.5761975,5.0,747.0
6438,904.24097094,1.0,897.40799176,2.0,837.0
6440,751.08325817,1.0,812.60418521,1.0,1333.0
6442,915.1522764,2.0,885.89378543,1.0,2472.0
6443,855.47307477,1.0,851.05884238,1.0,722.0
6445,1054.2261538,8.0,1038.9806094,8.0,159.0
6446,1079.768072,10.0,1054.6690798,9.0,113.0
6447,1081.6058788,10.0,1057.6036489,9.0,174.0
6448,975.26537041,4.0,954.27421648,4.0,406.0
6450,992.9345684,5.0,956.70267575,4.0,13159.0
6452,1093.0737936,10.0,1075.9153602,9.0,4.0
6460,969.38089296,4.0,929.04911339,3.0,688.0
6461,950.02919548,3.0,938.1153664,3.0,494.0
6462,1055.3095179,8.0,1041.610536,8.0,177.0
6463,1071.4761836,9.0,1049.9535313,8.0,23.0
6465,1055.3095179,8.0,1041.610536,8.0,42.0
6466,1023.5988679,7.0,998.51915402,7.0,56.0
6467,1023.5988679,7.0,998.51915402,7.0,30.0
6468,1066.8289052,9.0,1042.7596746,8.0,194.0
6470,1081.1489368,10.0,1057.1794309,9.0,20.0
6472,994.54378653,5.0,989.6535897,6.0,151.0
6473,1034.2391644,7.0,1019.6566174,7.0,53.0
6475,974.74549229,4.0,940.25432514,3.0,350.0
6476,970.96003338,4.0,962.71005443,5.0,44.0
6477,970.96003338,4.0,962.71005443,5.0,242.0
6479,1022.6276363,7.0,993.49754834,6.0,558.0
6480,1052.3496989,8.0,1015.158135,7.0,39.0
6485,890.53728856,1.0,890.43458515,1.0,447.0
6487,909.377583,2.0,895.83814225,2.0,45.0
6488,909.377583,2.0,895.83814225,2.0,162.0
6489,909.377583,2.0,895.83814225,2.0,86.0
6490,978.96196754,4.0,960.02521323,5.0,255.0
6501,1010.7471151,6.0,984.00441762,6.0,921.0
6502,992.67808428,5.0,967.01079401,5.0,1221.0
6503,992.40530863,5.0,970.3650342,5.0,2354.0
6504,991.66781196,5.0,982.15064287,6.0,213.0
6505,991.66781196,5.0,982.15064287,6.0,134.0
6506,1057.1449301,9.0,1035.0133613,8.0,58.0
